pair,side,entry_time,exit_time,entry_price,exit_price,pnl,pnl_pct,exit_reason
EURUSD,LONG,2024-09-24 21:00:00,2024-09-24 22:00:00,1.16850,1.17080,92.12,75.03,Trail
EURUSD,LONG,2024-09-24 23:00:00,2024-09-25 00:00:00,1.16856,1.17092,95.80,77.45,Trail
EURUSD,LONG,2024-09-25 00:00:00,2024-09-25 01:00:00,1.16969,1.17200,67.77,54.36,Trail
EURUSD,LONG,2024-09-25 01:00:00,2024-09-25 02:00:00,1.16985,1.17228,82.29,65.66,Trail
EURUSD,LONG,2024-09-25 15:00:00,2024-09-25 16:00:00,1.16830,1.17102,69.40,55.01,Trail
EURUSD,LONG,2024-09-25 16:00:00,2024-09-25 17:00:00,1.16874,1.17136,74.66,58.86,Trail
EURUSD,LONG,2024-09-25 18:00:00,2024-09-25 19:00:00,1.16894,1.17140,75.73,59.35,Trail
EURUSD,LONG,2024-09-25 19:00:00,2024-09-25 20:00:00,1.16930,1.17183,72.79,56.70,Trail
EURUSD,LONG,2024-09-26 11:00:00,2024-09-26 12:00:00,1.16795,1.17015,167.54,129.79,Trail
EURUSD,LONG,2024-09-26 12:00:00,2024-09-26 13:00:00,1.16837,1.17051,132.21,101.11,Trail
EURUSD,LONG,2024-09-26 13:00:00,2024-09-26 14:00:00,1.16850,1.17063,127.99,96.90,Trail
EURUSD,LONG,2024-09-26 14:00:00,2024-09-26 15:00:00,1.16914,1.17119,98.92,74.17,Trail
EURUSD,LONG,2024-09-26 15:00:00,2024-09-26 16:00:00,1.16920,1.17130,107.51,80.02,Trail
EURUSD,LONG,2024-09-26 23:00:00,2024-09-27 00:00:00,1.16876,1.17156,76.88,56.77,Trail
EURUSD,LONG,2024-09-29 04:00:00,2024-09-29 05:00:00,1.16210,1.16472,80.14,58.84,Trail
EURUSD,LONG,2024-09-30 20:00:00,2024-09-30 21:00:00,1.16031,1.16278,88.11,64.32,Trail
EURUSD,LONG,2024-10-01 17:00:00,2024-10-01 18:00:00,1.16109,1.16351,58.74,42.60,Trail
EURUSD,LONG,2024-10-01 19:00:00,2024-10-01 20:00:00,1.16107,1.16343,93.66,67.64,Trail
EURUSD,LONG,2024-10-01 20:00:00,2024-10-01 21:00:00,1.16132,1.16380,100.78,72.29,Trail
EURUSD,LONG,2024-10-02 05:00:00,2024-10-02 06:00:00,1.16063,1.16303,145.38,103.54,Trail
EURUSD,LONG,2024-10-02 07:00:00,2024-10-02 08:00:00,1.16075,1.16314,139.20,98.12,Trail
EURUSD,LONG,2024-10-02 09:00:00,2024-10-02 10:00:00,1.16129,1.16381,120.77,84.30,Trail
EURUSD,LONG,2024-10-02 15:00:00,2024-10-02 16:00:00,1.16148,1.16408,133.71,92.55,Trail
EURUSD,LONG,2024-10-02 16:00:00,2024-10-02 17:00:00,1.16211,1.16460,109.30,74.96,Trail
EURUSD,LONG,2024-10-02 22:00:00,2024-10-02 23:00:00,1.16115,1.16399,130.00,88.50,Trail
EURUSD,LONG,2024-10-03 05:00:00,2024-10-03 06:00:00,1.16426,1.16727,92.16,62.19,Trail
EURUSD,LONG,2024-10-04 23:00:00,2024-10-04 23:00:00,1.16026,1.16315,84.17,56.45,Trail
EURUSD,LONG,2024-10-05 00:00:00,2024-10-05 01:00:00,1.16028,1.16308,118.94,79.32,Trail
EURUSD,LONG,2024-10-05 01:00:00,2024-10-05 02:00:00,1.16079,1.16347,100.60,66.56,Trail
EURUSD,LONG,2024-10-05 02:00:00,2024-10-05 03:00:00,1.16086,1.16348,145.43,95.58,Trail
EURUSD,LONG,2024-10-06 03:00:00,2024-10-06 04:00:00,1.16087,1.16368,151.26,98.47,Trail
EURUSD,LONG,2024-10-06 04:00:00,2024-10-06 05:00:00,1.16292,1.16569,89.06,57.42,Trail
EURUSD,LONG,2024-10-06 05:00:00,2024-10-06 06:00:00,1.16331,1.16607,83.00,53.20,Trail
EURUSD,LONG,2024-10-06 07:00:00,2024-10-06 08:00:00,1.16311,1.16575,88.12,56.19,Trail
EURUSD,LONG,2024-10-06 08:00:00,2024-10-06 09:00:00,1.16360,1.16618,93.29,59.15,Trail
EURUSD,LONG,2024-10-07 23:00:00,2024-10-08 00:00:00,1.16694,1.16978,119.33,75.22,Trail
EURUSD,LONG,2024-10-08 01:00:00,2024-10-08 02:00:00,1.16673,1.16944,133.29,83.38,Trail
EURUSD,LONG,2024-10-08 11:00:00,2024-10-08 12:00:00,1.16643,1.16880,163.43,101.39,Trail
EURUSD,LONG,2024-10-08 14:00:00,2024-10-08 15:00:00,1.16563,1.16820,214.16,131.54,Trail
EURUSD,LONG,2024-10-08 15:00:00,2024-10-08 16:00:00,1.16645,1.16905,150.80,91.42,Trail
EURUSD,LONG,2024-10-08 18:00:00,2024-10-08 19:00:00,1.16687,1.16951,132.82,79.79,Trail
EURUSD,LONG,2024-10-08 22:00:00,2024-10-08 23:00:00,1.16563,1.16836,193.06,115.06,Trail
EURUSD,LONG,2024-10-09 00:00:00,2024-10-09 01:00:00,1.16559,1.16820,186.46,109.86,Trail
EURUSD,LONG,2024-10-09 01:00:00,2024-10-09 02:00:00,1.16559,1.16829,201.71,117.55,Trail
EURUSD,LONG,2024-10-09 03:00:00,2024-10-09 04:00:00,1.16630,1.16907,154.78,89.16,Trail
EURUSD,LONG,2024-10-09 04:00:00,2024-10-09 05:00:00,1.16694,1.16971,129.78,74.09,Trail
EURUSD,LONG,2024-10-09 15:00:00,2024-10-09 16:00:00,1.16544,1.16849,141.42,80.15,Trail
EURUSD,LONG,2024-10-09 16:00:00,2024-10-09 17:00:00,1.16620,1.16946,163.13,91.72,Trail
EURUSD,SHORT,2024-10-11 21:00:00,2024-10-11 21:00:00,1.16048,1.15799,160.81,89.59,Trail
EURUSD,SHORT,2024-10-11 21:00:00,2024-10-11 22:00:00,1.15986,1.15716,142.81,78.85,Trail
EURUSD,SHORT,2024-10-11 22:00:00,2024-10-11 22:00:00,1.15836,1.15558,100.56,55.09,Trail
EURUSD,SHORT,2024-10-11 22:00:00,2024-10-11 23:00:00,1.15741,1.15473,81.25,44.27,Trail
EURUSD,SHORT,2024-10-11 23:00:00,2024-10-11 23:00:00,1.15705,1.15433,80.13,43.47,Trail
EURUSD,SHORT,2024-10-12 13:00:00,2024-10-12 14:00:00,1.15859,1.15581,195.85,105.78,Trail
EURUSD,SHORT,2024-10-12 14:00:00,2024-10-12 15:00:00,1.15785,1.15520,145.57,77.80,Trail
EURUSD,SHORT,2024-10-12 15:00:00,2024-10-12 16:00:00,1.15773,1.15509,143.45,76.07,Trail
EURUSD,SHORT,2024-10-16 20:00:00,2024-10-16 21:00:00,1.14892,1.14649,174.03,91.59,Trail
EURUSD,SHORT,2024-10-16 21:00:00,2024-10-16 22:00:00,1.14881,1.14631,177.25,92.44,Trail
EURUSD,SHORT,2024-10-16 22:00:00,2024-10-16 23:00:00,1.14802,1.14548,138.50,71.57,Trail
EURUSD,SHORT,2024-10-17 00:00:00,2024-10-17 01:00:00,1.14818,1.14566,187.49,96.20,Trail
EURUSD,SHORT,2024-10-17 01:00:00,2024-10-17 02:00:00,1.14801,1.14549,206.17,104.78,Trail
EURUSD,SHORT,2024-10-18 15:00:00,2024-10-18 16:00:00,1.14688,1.14476,233.52,117.44,Trail
EURUSD,SHORT,2024-10-18 17:00:00,2024-10-18 17:00:00,1.14694,1.14480,251.84,125.19,Trail
EURUSD,SHORT,2024-10-18 18:00:00,2024-10-18 18:00:00,1.14681,1.14441,224.17,110.05,Trail
EURUSD,SHORT,2024-10-19 02:00:00,2024-10-19 03:00:00,1.14798,1.14536,150.38,73.03,Trail
EURUSD,SHORT,2024-10-19 18:00:00,2024-10-19 19:00:00,1.14875,1.14602,123.07,59.33,Trail
EURUSD,SHORT,2024-10-19 19:00:00,2024-10-19 20:00:00,1.14829,1.14563,119.14,57.10,Trail
EURUSD,SHORT,2024-10-19 20:00:00,2024-10-19 21:00:00,1.14789,1.14514,116.08,55.32,Trail
EURUSD,SHORT,2024-10-19 22:00:00,2024-10-19 23:00:00,1.14766,1.14481,147.06,69.69,Trail
EURUSD,SHORT,2024-10-19 23:00:00,2024-10-20 00:00:00,1.14719,1.14406,194.07,91.33,Trail
EURUSD,LONG,2024-10-22 10:00:00,2024-10-22 11:00:00,1.15646,1.15947,174.64,81.44,Trail
EURUSD,LONG,2024-10-22 11:00:00,2024-10-22 12:00:00,1.15776,1.16070,126.33,58.44,Trail
EURUSD,LONG,2024-10-22 13:00:00,2024-10-22 14:00:00,1.15776,1.16054,122.69,56.42,Trail
EURUSD,LONG,2024-10-22 14:00:00,2024-10-22 15:00:00,1.15863,1.16144,105.45,48.22,Trail
EURUSD,LONG,2024-10-25 02:00:00,2024-10-25 03:00:00,1.16191,1.16466,269.13,122.49,Trail
EURUSD,LONG,2024-10-25 03:00:00,2024-10-25 04:00:00,1.16211,1.16471,240.53,108.15,Trail
EURUSD,LONG,2024-10-25 04:00:00,2024-10-25 05:00:00,1.16224,1.16469,223.50,99.42,Trail
EURUSD,LONG,2024-10-25 20:00:00,2024-10-25 20:00:00,1.16073,1.16387,128.50,56.60,Trail
EURUSD,LONG,2024-10-25 20:00:00,2024-10-25 21:00:00,1.16170,1.16465,125.70,55.05,Trail
EURUSD,LONG,2024-10-25 21:00:00,2024-10-25 21:00:00,1.16173,1.16468,128.64,56.03,Trail
EURUSD,LONG,2024-10-26 01:00:00,2024-10-26 02:00:00,1.16114,1.16391,292.03,126.48,Trail
EURUSD,LONG,2024-10-26 02:00:00,2024-10-26 03:00:00,1.16147,1.16418,252.35,107.93,Trail
EURUSD,LONG,2024-10-26 04:00:00,2024-10-26 05:00:00,1.16159,1.16431,244.83,103.60,Trail
EURUSD,LONG,2024-10-26 05:00:00,2024-10-26 06:00:00,1.16225,1.16489,193.67,81.11,Trail
EURUSD,LONG,2024-10-27 17:00:00,2024-10-27 18:00:00,1.16738,1.16994,136.30,56.63,Trail
EURUSD,LONG,2024-10-30 20:00:00,2024-10-30 21:00:00,1.16795,1.17030,110.03,45.45,Trail
EURUSD,LONG,2024-10-31 03:00:00,2024-10-31 04:00:00,1.16692,1.16912,269.35,110.76,Trail
EURUSD,LONG,2024-11-02 16:00:00,2024-11-02 17:00:00,1.16672,1.16969,260.29,105.87,Trail
EURUSD,LONG,2024-11-02 19:00:00,2024-11-02 20:00:00,1.16652,1.16944,299.04,120.35,Trail
EURUSD,LONG,2024-11-02 23:00:00,2024-11-03 00:00:00,1.16617,1.16929,231.74,92.16,Trail
EURUSD,LONG,2024-11-03 00:00:00,2024-11-03 01:00:00,1.16736,1.17039,165.74,65.31,Trail
EURUSD,LONG,2024-11-03 01:00:00,2024-11-03 02:00:00,1.16759,1.17077,168.68,66.03,Trail
EURUSD,LONG,2024-11-03 10:00:00,2024-11-03 11:00:00,1.16617,1.16926,230.04,89.47,Trail
EURUSD,LONG,2024-11-03 16:00:00,2024-11-03 17:00:00,1.16578,1.16847,242.24,93.38,Trail
EURUSD,LONG,2024-11-07 15:00:00,2024-11-07 16:00:00,1.16273,1.16551,205.23,78.38,Trail
EURUSD,LONG,2024-11-07 16:00:00,2024-11-07 17:00:00,1.16302,1.16582,197.90,74.99,Trail
EURUSD,LONG,2024-11-07 17:00:00,2024-11-07 18:00:00,1.16356,1.16637,194.36,73.10,Trail
EURUSD,LONG,2024-11-07 18:00:00,2024-11-07 19:00:00,1.16417,1.16680,158.52,59.19,Trail
EURUSD,LONG,2024-11-07 19:00:00,2024-11-07 20:00:00,1.16430,1.16711,195.74,72.66,Trail
EURUSD,LONG,2024-11-07 20:00:00,2024-11-07 21:00:00,1.16576,1.16866,163.17,60.13,Trail
EURUSD,LONG,2024-11-09 22:00:00,2024-11-09 23:00:00,1.17213,1.17471,311.39,114.06,Trail
EURUSD,LONG,2024-11-10 04:00:00,2024-11-10 05:00:00,1.17198,1.17481,276.72,100.22,Trail
EURUSD,LONG,2024-11-10 08:00:00,2024-11-10 09:00:00,1.17237,1.17505,235.35,84.39,Trail
EURUSD,LONG,2024-11-10 14:00:00,2024-11-10 15:00:00,1.17189,1.17450,245.92,87.45,Trail
EURUSD,LONG,2024-11-10 15:00:00,2024-11-10 16:00:00,1.17219,1.17481,231.03,81.44,Trail
EURUSD,LONG,2024-11-10 17:00:00,2024-11-10 18:00:00,1.17242,1.17502,212.67,74.36,Trail
EURUSD,LONG,2024-11-14 01:00:00,2024-11-14 02:00:00,1.16256,1.16475,246.86,85.68,Trail
EURUSD,LONG,2024-11-14 03:00:00,2024-11-14 04:00:00,1.16250,1.16467,275.11,94.67,Trail
EURUSD,LONG,2024-11-14 21:00:00,2024-11-14 22:00:00,1.16161,1.16379,209.89,71.55,Trail
EURUSD,LONG,2024-11-14 22:00:00,2024-11-14 23:00:00,1.16174,1.16386,201.55,68.22,Trail
EURUSD,LONG,2024-11-15 00:00:00,2024-11-15 01:00:00,1.16225,1.16446,191.12,64.25,Trail
EURUSD,LONG,2024-11-15 01:00:00,2024-11-15 02:00:00,1.16247,1.16462,222.22,74.23,Trail
EURUSD,LONG,2024-11-15 03:00:00,2024-11-15 04:00:00,1.16256,1.16485,307.61,101.99,Trail
EURUSD,LONG,2024-11-15 05:00:00,2024-11-15 06:00:00,1.16229,1.16457,334.34,109.74,Trail
EURUSD,LONG,2024-11-15 06:00:00,2024-11-15 07:00:00,1.16273,1.16493,268.97,87.33,Trail
EURUSD,LONG,2024-11-15 08:00:00,2024-11-15 09:00:00,1.16395,1.16618,183.91,59.19,Trail
EURUSD,LONG,2024-11-15 09:00:00,2024-11-15 10:00:00,1.16427,1.16643,169.59,54.26,Trail
EURUSD,LONG,2024-11-15 15:00:00,2024-11-15 16:00:00,1.16252,1.16490,440.11,140.06,Trail
EURUSD,SHORT,2024-11-19 12:00:00,2024-11-19 13:00:00,1.14888,1.14636,305.53,95.89,Trail
EURUSD,SHORT,2024-11-19 14:00:00,2024-11-19 15:00:00,1.14842,1.14600,253.02,78.65,Trail
EURUSD,SHORT,2024-11-19 15:00:00,2024-11-19 16:00:00,1.14811,1.14565,242.06,74.66,Trail
EURUSD,SHORT,2024-11-19 16:00:00,2024-11-19 17:00:00,1.14787,1.14525,239.24,73.24,Trail
EURUSD,SHORT,2024-11-21 14:00:00,2024-11-21 15:00:00,1.14592,1.14306,187.60,57.02,Trail
EURUSD,SHORT,2024-11-22 08:00:00,2024-11-22 09:00:00,1.14662,1.14403,380.28,114.92,Trail
EURUSD,SHORT,2024-11-22 09:00:00,2024-11-22 10:00:00,1.14569,1.14305,273.43,81.69,Trail
EURUSD,SHORT,2024-11-22 12:00:00,2024-11-22 13:00:00,1.14496,1.14242,222.20,65.85,Trail
EURUSD,SHORT,2024-11-22 20:00:00,2024-11-22 20:00:00,1.14689,1.14430,311.14,91.60,Trail
EURUSD,SHORT,2024-11-22 20:00:00,2024-11-22 21:00:00,1.14672,1.14395,320.04,93.37,Trail
EURUSD,SHORT,2024-11-23 09:00:00,2024-11-23 10:00:00,1.14769,1.14467,232.15,67.10,Trail
EURUSD,SHORT,2024-11-23 10:00:00,2024-11-23 11:00:00,1.14682,1.14388,196.64,56.46,Trail
EURUSD,SHORT,2024-11-23 14:00:00,2024-11-23 15:00:00,1.14704,1.14429,407.48,116.33,Trail
EURUSD,SHORT,2024-11-23 15:00:00,2024-11-23 16:00:00,1.14626,1.14351,331.52,93.56,Trail
EURUSD,SHORT,2024-11-23 16:00:00,2024-11-23 17:00:00,1.14577,1.14294,294.99,82.48,Trail
EURUSD,SHORT,2024-11-23 17:00:00,2024-11-23 18:00:00,1.14484,1.14182,247.63,68.67,Trail
EURUSD,SHORT,2024-11-23 18:00:00,2024-11-23 19:00:00,1.14349,1.14061,185.04,50.96,Trail
EURUSD,SHORT,2024-11-24 22:00:00,2024-11-24 23:00:00,1.14448,1.14218,413.67,113.35,Trail
EURUSD,SHORT,2024-11-25 22:00:00,2024-11-25 23:00:00,1.14581,1.14322,232.46,62.98,Trail
EURUSD,SHORT,2024-11-25 23:00:00,2024-11-26 00:00:00,1.14539,1.14290,203.04,54.67,Trail
EURUSD,SHORT,2024-11-26 01:00:00,2024-11-26 02:00:00,1.14536,1.14300,205.87,55.13,Trail
EURUSD,SHORT,2024-11-26 02:00:00,2024-11-26 03:00:00,1.14471,1.14244,183.12,48.77,Trail
EURUSD,SHORT,2024-11-26 03:00:00,2024-11-26 04:00:00,1.14464,1.14249,298.92,79.22,Trail
EURUSD,SHORT,2024-11-26 17:00:00,2024-11-26 18:00:00,1.14423,1.14181,398.79,104.86,Trail
EURUSD,SHORT,2024-11-26 18:00:00,2024-11-26 19:00:00,1.14402,1.14142,405.87,105.61,Trail
EURUSD,SHORT,2024-11-26 19:00:00,2024-11-26 20:00:00,1.14296,1.14028,286.59,73.80,Trail
EURUSD,SHORT,2024-11-26 20:00:00,2024-11-26 21:00:00,1.14230,1.13957,247.25,63.20,Trail
EURUSD,SHORT,2024-11-27 17:00:00,2024-11-27 18:00:00,1.14168,1.13947,386.54,98.18,Trail
EURUSD,SHORT,2024-11-27 19:00:00,2024-11-27 20:00:00,1.14069,1.13841,281.43,70.79,Trail
EURUSD,SHORT,2024-11-27 20:00:00,2024-11-27 21:00:00,1.14032,1.13788,279.35,69.77,Trail
EURUSD,SHORT,2024-11-28 19:00:00,2024-11-28 20:00:00,1.13982,1.13741,457.58,113.50,Trail
EURUSD,SHORT,2024-11-30 11:00:00,2024-11-30 12:00:00,1.14396,1.14135,239.08,58.64,Trail
EURUSD,SHORT,2024-11-30 12:00:00,2024-11-30 13:00:00,1.14333,1.14067,239.28,58.34,Trail
EURUSD,SHORT,2024-12-04 19:00:00,2024-12-04 20:00:00,1.14411,1.14146,386.64,93.73,Trail
EURUSD,SHORT,2024-12-04 20:00:00,2024-12-04 21:00:00,1.14395,1.14129,376.94,90.53,Trail
EURUSD,SHORT,2024-12-04 22:00:00,2024-12-04 23:00:00,1.14429,1.14171,424.01,100.92,Trail
EURUSD,SHORT,2024-12-05 01:00:00,2024-12-05 02:00:00,1.14469,1.14202,439.79,103.63,Trail
EURUSD,SHORT,2024-12-05 04:00:00,2024-12-05 05:00:00,1.14189,1.13906,220.53,51.43,Trail
EURUSD,SHORT,2024-12-05 05:00:00,2024-12-05 06:00:00,1.14164,1.13873,220.06,51.06,Trail
EURUSD,SHORT,2024-12-07 07:00:00,2024-12-07 08:00:00,1.14823,1.14542,307.88,71.07,Trail
EURUSD,SHORT,2024-12-07 09:00:00,2024-12-07 10:00:00,1.14750,1.14477,256.35,58.76,Trail
EURUSD,SHORT,2024-12-07 10:00:00,2024-12-07 11:00:00,1.14728,1.14468,244.89,55.80,Trail
EURUSD,SHORT,2024-12-07 11:00:00,2024-12-07 12:00:00,1.14720,1.14462,317.32,71.91,Trail
EURUSD,SHORT,2024-12-07 12:00:00,2024-12-07 13:00:00,1.14694,1.14433,392.14,88.23,Trail
EURUSD,SHORT,2024-12-07 13:00:00,2024-12-07 14:00:00,1.14637,1.14375,347.89,77.59,Trail
EURUSD,SHORT,2024-12-11 17:00:00,2024-12-11 18:00:00,1.13397,1.13108,582.71,128.96,Trail
EURUSD,SHORT,2024-12-11 18:00:00,2024-12-11 19:00:00,1.13332,1.13043,459.67,100.43,Trail
EURUSD,SHORT,2024-12-11 19:00:00,2024-12-11 20:00:00,1.13296,1.13012,407.40,88.13,Trail
EURUSD,SHORT,2024-12-11 21:00:00,2024-12-11 22:00:00,1.13335,1.13052,473.74,101.58,Trail
EURUSD,SHORT,2024-12-11 23:00:00,2024-12-12 00:00:00,1.13343,1.13073,526.79,111.82,Trail
EURUSD,SHORT,2024-12-12 00:00:00,2024-12-12 01:00:00,1.13325,1.13067,482.18,101.22,Trail
EURUSD,SHORT,2024-12-12 02:00:00,2024-12-12 03:00:00,1.13278,1.13025,409.07,85.01,Trail
EURUSD,SHORT,2024-12-12 03:00:00,2024-12-12 04:00:00,1.13242,1.12988,392.80,80.94,Trail
EURUSD,SHORT,2024-12-15 08:00:00,2024-12-15 09:00:00,1.12446,1.12165,274.33,56.08,Trail
EURUSD,SHORT,2024-12-15 20:00:00,2024-12-15 21:00:00,1.12611,1.12335,699.81,142.25,Trail
EURUSD,SHORT,2024-12-16 11:00:00,2024-12-16 12:00:00,1.12708,1.12451,360.99,72.35,Trail
EURUSD,SHORT,2024-12-16 19:00:00,2024-12-16 20:00:00,1.12728,1.12450,317.36,63.15,Trail
EURUSD,SHORT,2024-12-16 21:00:00,2024-12-16 22:00:00,1.12658,1.12391,265.39,52.48,Trail
EURUSD,SHORT,2024-12-16 22:00:00,2024-12-16 23:00:00,1.12656,1.12389,277.83,54.65,Trail
EURUSD,SHORT,2024-12-16 23:00:00,2024-12-17 00:00:00,1.12589,1.12333,330.10,64.58,Trail
EURUSD,SHORT,2024-12-19 14:00:00,2024-12-19 15:00:00,1.12459,1.12203,370.09,71.94,Trail
EURUSD,SHORT,2024-12-19 16:00:00,2024-12-19 17:00:00,1.12471,1.12235,365.34,70.51,Trail
EURUSD,SHORT,2024-12-22 00:00:00,2024-12-22 01:00:00,1.12689,1.12429,285.92,54.79,Trail
EURUSD,SHORT,2024-12-22 01:00:00,2024-12-22 02:00:00,1.12673,1.12413,280.07,53.38,Trail
EURUSD,SHORT,2024-12-22 03:00:00,2024-12-22 04:00:00,1.12667,1.12428,397.48,75.35,Trail
EURUSD,SHORT,2024-12-22 04:00:00,2024-12-22 05:00:00,1.12661,1.12433,522.66,98.34,Trail
EURUSD,SHORT,2024-12-26 01:00:00,2024-12-26 02:00:00,1.12746,1.12463,637.22,118.73,Trail
EURUSD,SHORT,2024-12-26 02:00:00,2024-12-26 03:00:00,1.12733,1.12462,605.50,111.50,Trail
EURUSD,SHORT,2024-12-27 23:00:00,2024-12-27 23:00:00,1.12990,1.12728,328.42,59.81,Trail
EURUSD,SHORT,2024-12-27 23:00:00,2024-12-28 00:00:00,1.12950,1.12678,357.79,64.77,Trail
EURUSD,SHORT,2024-12-28 02:00:00,2024-12-28 03:00:00,1.12927,1.12644,485.79,87.38,Trail
EURUSD,SHORT,2024-12-28 04:00:00,2024-12-28 05:00:00,1.12961,1.12698,515.94,91.99,Trail
EURUSD,SHORT,2024-12-28 06:00:00,2024-12-28 07:00:00,1.12964,1.12722,513.33,90.70,Trail
EURUSD,SHORT,2024-12-28 08:00:00,2024-12-28 09:00:00,1.12902,1.12660,503.13,88.09,Trail
EURUSD,SHORT,2024-12-28 11:00:00,2024-12-28 12:00:00,1.12877,1.12639,466.04,80.89,Trail
EURUSD,SHORT,2024-12-28 12:00:00,2024-12-28 13:00:00,1.12843,1.12605,424.96,73.17,Trail
EURUSD,SHORT,2024-12-30 11:00:00,2024-12-30 12:00:00,1.12420,1.12185,553.59,94.62,Trail
EURUSD,SHORT,2024-12-30 17:00:00,2024-12-30 18:00:00,1.12445,1.12202,586.03,99.23,Trail
EURUSD,SHORT,2024-12-31 11:00:00,2024-12-31 12:00:00,1.12539,1.12287,421.04,70.59,Trail
EURUSD,SHORT,2024-12-31 12:00:00,2024-12-31 13:00:00,1.12523,1.12273,410.02,68.26,Trail
EURUSD,SHORT,2024-12-31 14:00:00,2024-12-31 15:00:00,1.12559,1.12334,623.64,103.12,Trail
EURUSD,SHORT,2024-12-31 15:00:00,2024-12-31 16:00:00,1.12555,1.12318,692.19,113.29,Trail
EURUSD,SHORT,2024-12-31 16:00:00,2024-12-31 17:00:00,1.12434,1.12193,542.97,87.87,Trail
EURUSD,SHORT,2024-12-31 19:00:00,2024-12-31 20:00:00,1.12467,1.12228,642.32,103.04,Trail
EURUSD,SHORT,2024-12-31 20:00:00,2024-12-31 21:00:00,1.12439,1.12203,572.19,90.86,Trail
EURUSD,SHORT,2024-12-31 22:00:00,2024-12-31 23:00:00,1.12451,1.12211,624.72,98.30,Trail
